application_id;composant_id;Commentaire;perimetre_id;type_id;ENVIRONNEMENT;phase_id;USAGE;NOMUSAGE;lot_id;etat_id;DATELIVRAISON;volumetrie_id;Puissance;architecture_id;CONNECT;PVU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Dev/qualif des dev mineurs MCO;GROUPEMENT;Développement;ORCHDEV4;Réal;MCOMIN310;MCOMIN310;303;Livré;25/09/2012;;;;0;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MBR;Pour Dev mco 303;GROUPEMENT;Développement;X64LMWBIDS7;Global;MBR-MCO;MBR-MCO-DEV;303;Livré;25/09/2012;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;besoin urgent;GROUPEMENT;Développement;DEV1;MCO 303;DEV1;#NOM?;303;Livré;26/09/2012;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;SSIS;;GROUPEMENT;Développement;S64LMWBIE0W ;Global;DEV310;DEV310;310;Livré;26/09/2012;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;SSIS;;GROUPEMENT;Développement;S64LMWBIAOY ;Global ;DEV303;DEV303;303;Livré;26/09/2012;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;JVIEWS/CPLEX;;GROUPEMENT;Développement;DEV1;;DEV3031;DEV303;303;Livré;26/09/2012;STANDARD;RECETTE;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;JVIEWS/CPLEX;;GROUPEMENT;Développement;DEV2;;DEV3031;DEV303;303;Livré;26/09/2012;STANDARD;RECETTE;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;MC;Utilisé par ETV;DSI-T;Laboratoire;TEST-MC;;TEST-MC;TEST-MC;303;Livré;26/09/2012;STANDARD;RECETTE;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;besoin urgent;GROUPEMENT;Développement;DEV2;MCO 303;DEV2;#NOM?;303;Livré;26/09/2012;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;besoin urgent;GROUPEMENT;Développement;DEV10;MCO 303;DLIVR;#NOM?;303;Livré;01/10/2012;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;besoin urgent;GROUPEMENT;Développement;DEV11;MCO 303;DREF;#NOM?;303;Livré;01/10/2012;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;besoin urgent;GROUPEMENT;Développement;DEV16;MCO 303;REF;#NOM?;303;Livré;09/10/2012;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Dev/qualif des dév 303.1;GROUPEMENT;Développement;D-DEV2;;DEV3031;DEV3031;303;Désactivé;09/10/2012;ISO PROD;DEV-PF1;SIMPLIFIE;0;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;besoin urgent;GROUPEMENT;Développement;DEV8;MCO 303;DEV3031;#NOM?;303;Livré;09/10/2012;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;PERMUTATION QUALIF3031 <-> REC3031;MOA;Qualification;COHDEV2;;QUALIF3031;QUALIF3031;303;Désactivé;17/10/2012;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Tests livraison MCO;GROUPEMENT;Développement;ORCHDEV2;Réal;DPCH;DPCH;303;Livré;17/10/2012;ISO PROD;DEV-PF1;AVANCE;0;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;PERMUTATION QUALIF3031 <-> REC3031;MOA;Qualification;ORCHFIAB;;REC3031;REC3031;303;Désactivé;17/10/2012;ISO PROD;DEV-PF2;AVANCE;1;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;GROUPEMENT;Qualification;DEV4;;QUALIF3031;#NOM?;303;Livré;17/10/2012;ISO PROD;DEV-PF2;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;besoin urgent;GROUPEMENT;Développement;DEV14;MCO 303;DMIN;#NOM?;303;Livré;20/10/2012;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;JVIEWS/CPLEX;PERMUTATION QUALIF3031 <-> REC3031;GROUPEMENT;Recette;REC2;;REC3031 NB;RECNB;303;Livré;24/10/2012;ISO PROD;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;PERMUTATION QUALIF3031 <-> REC3031;GROUPEMENT;Recette;RECRDD303;MCO 303.1;QUALIF3031;QUALIF3031;303;Livré;24/10/2012;RECETTE;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;PERMUTATION QUALIF3031 <-> REC3031;GROUPEMENT;Recette;COHDEV2;Recette MCO;REC3031;REC3031;303;Livré;24/10/2012;RECETTE;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSMOVISION;OSMOVISION;PERMUTATION QUALIF3031 <-> REC3031;GROUPEMENT;Recette;REC2;;REC303 NB;REC3031;303;Livré;24/10/2012;RECETTE;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;PERMUTATION QUALIF3031 <-> REC3031;GROUPEMENT;Recette;REC2;MCO 303.1;REC3031;REC3031;303;Livré;24/10/2012;RECETTE;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;Compagnies COHPROD- COHINT;GROUPEMENT;Qualification;COHDEV3;Recette MCO;QUALIF303;QUALIF303;303;Livré;25/10/2012;ISO PROD;DEV-PF1;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;;MOA;Recette;RECMOA303;Recette multibrique 303;REC303;REC303;303;Livré;30/10/2012;ISO PROD;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSMOVISION;OSMOVISION;;MOA;Recette;REC4;Recette multibrique 303;REC303 NB;REC303;303;Livré;30/10/2012;RECETTE;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;MOA;Recette;REC1;Recette multibrique 303;REC303;REC303;303;Livré;30/10/2012;ISO PROD;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XOS;XOS;;GROUPEMENT;Qualification;QUAL303;;QUALIF303;QUALIF303;303;Livré;31/10/2012;RECETTE;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XOS;XOS;;MOA;Qualification;QUAL3031;;QUALIF3031;QUALIF3031;303;Désactivé;31/10/2012;RECETTE;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;besoin urgent;GROUPEMENT;Qualification;DEV17;MCO 303-1;QUALIF303;#NOM?;303;Livré;12/11/2012;ISO PROD;DEV-PF3;AVANCE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;MR Réf de dév ;GROUPEMENT;Développement;DEV25;Réal;DREF;#NOM?;310;Livré;19/11/2012;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;MR Paramétrage- dév IHM;GROUPEMENT;Développement;DEV27;Réal;DPARAM;#NOM?;310;Livré;19/11/2012;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;MR Dév Java;GROUPEMENT;Développement;DEV28;Réal;DJAVA;#NOM?;310;Livré;19/11/2012;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGRM;JRULES;Qualification/Recette 1B/3B;MOA;Recette;REC1;;REC310 1B/NB;RECETTE;310;Désactivé;26/11/2012;RECETTE;RECETTE;SIMPLIFIE (StandAlone);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGRM;JRULES;;DSI-T;Intégration;INT2;;INT310;INTEGRATION;310;Désactivé;26/11/2012;STANDARD;RECETTE;AVANCE (Cluster);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;1 environnement pour 1 compagnies;DSI-T;Laboratoire;DEV4;;DEV4;LABO;303;Livré;16/12/2012;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGRM;JRULES;;DSI-T;Performance;PERF;;PERF310;PERFORMANCE;310;Désactivé;21/12/2012;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;Référentiel Editeur 310 MR avec one-off;GROUPEMENT;Développement;DEV20;Réal;REF;REF-MR;310;Livré;07/01/2013;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;ORG Prépa livraisons;GROUPEMENT;Développement;DEV22;;DLIVR;#NOM?;310;Désactivé;07/01/2013;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;ORG Paramétrage- dév IHM;GROUPEMENT;Développement;DEV22;En attente de suppression;DPARAM;#NOM?;310;Livré;07/01/2013;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;ORG Réf de dév ;GROUPEMENT;Développement;DEV29;;DREF;#NOM?;310;Désactivé;07/01/2013;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;MR Prépa livraisons;GROUPEMENT;Développement;DEV32;Global ;DLIVR;#NOM?;310;Livré;07/01/2013;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;1 environnement pour 3 compagnies;GROUPEMENT;Développement;COHDEV6;Réal ;DEV310;DEV310;310;Livré;07/01/2013;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Tests unitaires mono-brique 310 et RDD 310;GROUPEMENT;Développement;DEV5;Int socle;INT310;INT310;310;Livré;07/01/2013;ISO PROD;DEV-PF1;SIMPLIFIE (StandAlone);0;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Tests intégration 3 composants mono-brique 310;GROUPEMENT;Développement;DEV6;Int Mono-Brique;INT3C310;INT3C310;310;Livré;07/01/2013;ISO PROD;DEV-PF1;SIMPLIFIE (StandAlone);0;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;ORG Dév Java;GROUPEMENT;Développement;DEV33;;DJAVA;#NOM?;310;Désactivé;07/01/2013;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;SVN;;DSI-T;Outillage;SVN;;SVN arbo IBM\smp;SVN MBR;303;Livré;07/01/2013;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;SVN;;DSI-T;Outillage;SVN-SNCF;;SVN GMAO ORGANES;SVN-ORG;310;Désactivé;07/01/2013;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;MC; Moteur de calcul supplementaire pour avoir un moteur de caclul par DEV ;GROUPEMENT;Développement;DEV1;;DEV3031;DEV303;303;Livré;14/01/2013;STANDARD;RECETTE;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;JVIEWS/CPLEX;;MOA;Marche à blanc;MAB;MARCHE A BLANC 303;MAB3031;MARCHE A BLANC;303;Livré;21/01/2013;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;Référentiel Editeur 310  sans one-off;GROUPEMENT;Développement;DEV12;Global ;REF;REF;310;Livré;11/02/2013;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;Tests des PMR éditeur;GROUPEMENT;Développement;DEV13;Global ;TEST;TESTPMR;303;Livré;11/02/2013;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;Référentiel Editeur 310 ORG avec one-off;GROUPEMENT;Développement;DEV32;;REF;#NOM?;310;Désactivé;11/02/2013;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;UPGRADE Maximo ACM - Transportation source;GROUPEMENT;Développement;DEV6;Global ;UPGRADE;UPGRADE-SOURCE;310;Désactivé;11/02/2013;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RDD;LIONNE;Copie d'une base de données LIONNE (seule serveur BD);GROUPEMENT;Développement;LIONNED;Collecte RDD;DEV310;DEV-LIONNE;310;Livré;15/02/2013;STANDARD;DEV-PF1;SIMPLIFIE (StandAlone);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Bac à sable 310 (travail POC);GROUPEMENT;Développement;DEV7;Bac à sable;BAS310;BAS310;310;Livré;06/03/2013;ISO PROD;DEV-PF2;AVANCE (Cluster);0;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RDD;DATASTAGE;Piste d'optimisation : Existe déjà il me semble- mais pas tracé dans le fichier. Est-ce vraiment un environnement MOA?;MOA;Recette;A définir;Re7 traitement;RDD310;RDD310;310;Livré;15/03/2013;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RDD;ANTICHAMBRE;Piste d'optimisation : Existe déjà il me semble- mais pas tracé dans le fichier. Est-ce vraiment un environnement MOA?;MOA;Recette;A définir;Re7 traitement;RDD310;RDD310;310;Livré;15/03/2013;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Tests intégration RDD 310 ;GROUPEMENT;Qualification;DEV8;Qualif RDD;INTRDD / QUALIF310;QUALIFRDD310;310;Livré;18/03/2013;ISO PROD;DEV-PF2;AVANCE;1;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Tests intégration 3 composants multi-brique 310;GROUPEMENT;Qualification;DEV9;Int Multi-briques;QUALIF;QUALIF310;310;Livré;18/03/2013;ISO PROD;DEV-PF1;SIMPLIFIE (StandAlone);1;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO; Doit permettre le suivie et les tests des développements IHM 310 de la GMAO MR Cet environnement devra être une copie de l'environnement de développement MR de l'intégrateur (application et base de donnée) et devra être rafraichie toutes les 3 à 4 semaines (cycle de livraison des EAR de développement du GRPT) ;MOA;Point de visibilité;REC8;POINT DE VISIBILITE;A définir;POINT DE VISIBILITE;310;Livré;22/03/2013;STANDARD;DEV-PF1;SIMPLIFIE (StandAlone);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO; Doit permettre le suivie et les tests des développements IHM 310 de la GMAO ORGANE Cet environnement devra être une copie de l'environnement de développement ORGANE de l'intégrateur (application et base de donnée) et devra être rafraichie toutes les 3 à 4 semaines (cycle de livraison des EAR de développement du GRPT) ;MOA;Point de visibilité;REC3;POINT DE VISIBILITE;A définir;POINT DE VISIBILITE;310;Désactivé;22/03/2013;STANDARD;DEV-PF1;SIMPLIFIE (StandAlone);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;Tests d'integration RDD- puis 3 B;GROUPEMENT;Qualification;COHDEV7 (renommage);Int RDD;INTRDD / QUALIF310;INT3B310;310;Livré;28/03/2013;FIN303;DEV-PF1;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGRM;JRULES;Serveur de type RES- tests d'intégration- seul envir. SGRM pour GRPT;GROUPEMENT;Intégration;DEV2;Int 3 briques;INT310;INT310;310;Désactivé;05/04/2013;FIN303;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;Tests U 310 (MAJ pour 310 d'un envir. 303) 1 environnement pour 2 compagnies;GROUPEMENT;Développement;COHDEV8;Int Mono-Brique 310;INTMONO;MONO310;310;Livré;19/04/2013;FIN303;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGRM;JRULES;Marche à blanc;MOA;Marche à blanc;MAB;;MAB310;MARCHE A BLANC;310;Désactivé;22/04/2013;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;MR Tests integr / RDD ;GROUPEMENT;Développement;DEV3;Int RDD;INTRDD;#NOM?;310;Livré;26/04/2013;FIN303;DEV-PF2;SIMPLIFIE (StandAlone);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;Tests de montée de version ;GROUPEMENT;Développement;DEV6;Global ;TESTVER;TESTVER;310;Livré;05/05/2013;STANDARD;DEV-PF1;SIMPLIFIE (StandAlone);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Tests de livraison 310;GROUPEMENT;Qualification;ORCHDEV10;Global;LIVR310;LIVR310;310;Livré;06/05/2013;FIN303;DEV-PF2;AVANCE (Cluster);0;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;VM Maximo avec WAS 6.1.0.43 - Oracle 11.2.0.3.4 - Patch AMD;GROUPEMENT;Développement;VM;Global ;VM;#NOM?;310;Livré;15/05/2013;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;JVIEWS/CPLEX;Utilisé pour le Pilote à partir du 28/05- production à partir du 11/07;DSI-T;Production;PROD;;PROD3031;PRODUCTION;303;Livré;27/05/2013;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;JVIEWS/CPLEX;;MOA;Copie de production;REC3;COPIE DE PRODUCTION;COPI3031;COPIE DE PRODUCTION;303;Livré;01/06/2013;ISO PROD;RECETTE;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
