application_id;composant_id;Commentaire;perimetre_id;type_id;ENVIRONNEMENT;phase_id;USAGE;NOMUSAGE;lot_id;etat_id;DATELIVRAISON;volumetrie_id;Puissance;architecture_id;CONNECT;PVU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;Piste d'optimisation : Faire évoluer le bac à sable cohérence 303;MOA;Formation;A définir;BAC A SABLE;BAC A SABLE 310;BAC A SABLE 310;310;A valider;17/03/2014;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SI ESSIEUX;;;MOA;Formation;A définir;BAC A SABLE;BAC A SABLE 310;BAC A SABLE 310;310;A valider;17/03/2014;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;MOA;Marche à blanc;A définir;MARCHE A BLANC 310;MAB310;MARCHE A BLANC;310;A valider;24/03/2014;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;;MOA;Marche à blanc;A définir;MARCHE A BLANC 310;MAB310;MARCHE A BLANC;310;A valider;24/03/2014;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;;MOA;Marche à blanc;A définir;MARCHE A BLANC 310;MAB310;MARCHE A BLANC;310;A valider;24/03/2014;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSMOVISION;OSMOVISION;;MOA;Marche à blanc;A définir;MARCHE A BLANC 310;MAB310;MARCHE A BLANC;310;A valider;24/03/2014;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;DSI-T;Performance;COHPERF;;CG1;CG1;302;Désactivé;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;GROUPEMENT;Développement;DEV13;;D-RPD;D-RPD;303;Désactivé;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;GROUPEMENT;Développement;DEV14;;TST-RDD;TST-RDD;303;Désactivé;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;GROUPEMENT;Développement;DEV16;;D-REF;D-REF;303;Désactivé;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;CD 310 MR : maquettage (transferré depuis D-IH4);GROUPEMENT;Développement;DEV18;Concept. Dét.;DMAQ;#NOM?;310;Livré;A définir;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;CD 310 MR;GROUPEMENT;Développement;DEV19;Concept. Dét.;DATL;#NOM?;310;Livré;A définir;ISO PROD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;CD 310 Organes;GROUPEMENT;Développement;DEV23;;DATL;#NOM?;310;Désactivé;A définir;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO; Tests PERF- POC Puissance DB demandée : 6-6 CPU capés ou le max capés possible ;GROUPEMENT;Qualification;DEV24;Bac à sable;FIAB;FIAB;303;Livré;A définir;ISO PROD;DEV-PF3;SIMPLIFIE (StandAlone);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;Fiabilisation - ligne B;GROUPEMENT;Fiabilisation;DEV25;;FIAB-B;FIAB-B;303;Désactivé;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;GROUPEMENT;Développement;DEV3;;TST-IHM-MCO;TST-IHM-MCO;302;Désactivé;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;303 - Copie base client pour test;GROUPEMENT;Développement;DEV4;;D-IH6;D-IH6;303;Désactivé;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;GROUPEMENT;Développement;DEV4;;D-INT;D-INT;303;Désactivé;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;GROUPEMENT;Développement;DEV5;;DEV-IHM-MCO;DEV-IHM-MCO;302;Désactivé;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;GROUPEMENT;Développement;DEV6;;TST-FLX;TST-FLX;303;Désactivé;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;GROUPEMENT;Développement;DEV7;;TST-FLX-MCO;TST-FLX-MCO;302;Désactivé;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;GROUPEMENT;Développement;DEV9;;MCO-INT;MCO-INT;302;Désactivé;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;DSI-T;Intégration;INT2;;INT303;INTEGRATION;303;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;DSI-T;Intégration;INTEG1;;INTEGRATION;INTEGRATION;302;Désactivé;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;DSI-T;Performance;PERF;;PERF;PERF;302;Désactivé;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;DSI-T;Performance;PERF303;;PERF303;PERFORMANCE;303;Livré;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;;DSI-T;Pilote;PROD303;;PILOTE GENERALISE;PILOTE GENERALISE;303;Désactivé;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;;MOA;Marche à blanc;ORCHMAB;;MAB;MAB;302;Désactivé;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;;DSI-T;Pré-production;PREPROD;;PREPROD;PREPROD;303;Désactivé;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;;DSI-T;Pré-production;PREPROD;;PREPROD;PREPROD;303;Désactivé;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;Plan de Reprise d'Activité;DSI-T;Plan de reprise d'activité;PRA;;PRA310;PRA;310;Invalidé;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;MOA;Recette;REC4;;RECRDD;RECRDD;302;Désactivé;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;;DSI-T;Intégration;REF;;REFERENCE;REFERENCE;303;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MBR;;DSI-T;Intégration;X64LMWBICZA;;MBR-EAR;MBR-EAR;310;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Test 3 briques MCO;GROUPEMENT;Qualification;ORCHDEV3;MCO 303 ;QUALIF303;QUALIF303;303;Livré;A définir;ISO PROD;DEV-PF2;AVANCE;1;#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;;MOA;Copie de production;A définir;;COPIEPROD;COPIEPROD;303;Invalidé;A définir;ISO PROD;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RDD;SVN;SVN DataStage séparé ?;DSI-T;Outillage;SVN;;SVN;SVN;303;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSMOVISION;OSMOVISION;;MOA;Copie de production;REC?;;COPI303;COPIEPROD;303;Invalidé;A définir;ISO PROD;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XOS;XOS;Instance XOS pour envir GRPT;GROUPEMENT;Développement;RDD-XOS1;;DEV303;DEV303;303;Livré;A définir;STANDARD;RECETTE;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSMOVISION;OSMOVISION;;DSI-T;Performance;PERF;;PERF303;PERF;303;Livré;A définir;RECETTE;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSMOVISION;OSMOVISION;Utilisé par architectes;DSI-T;Recette;REC1;;REC303 1B;REC-1B;303;Livré;A définir;RECETTE;RECETTE;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSMOVISION;OSMOVISION;;MOA;Recette;REC3;Non affecté;Non affecté;Non affecté;303;Livré;A définir;RECETTE;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XOS;XOS;;MOA;Marche à blanc;MAB303;MARCHE A BLANC 303;MAB303;MARCHE A BLANC;303;Livré;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;;MOA;Formation;COHBAC;;BAC-MOA-FORMATION303;BAC-MOA-FORMATION303;303;Désactivé;A définir;STANDARD;RECETTE;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XOS;XOS;;MOA;Recette;REC3031;Recette multibrique 303;REC303;RECETTE;303;Livré;A définir;RECETTE;RECETTE;SIMPLIFIE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XOS;XOS;;DSI-T;Performance;PERF303;;PERF303;PERFORMANCE;303;Livré;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MBR;;DSI-T;Intégration;X64LMWBIDFH;;MBR-EAR;MBR-EAR;310;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;;DSI-T;Performance;PERF303;;PERF303;PERFORMANCE;303;Désactivé;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;;DSI-T;Performance;PERF303;;PERF303;PERFORMANCE;303;Livré;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;JVIEWS/CPLEX;PANAM branché à la ligne 310 de MAB;MOA;Marche à blanc;A définir;MARCHE A BLANC 310;MAB310;MARCHE A BLANC;303;A valider;24/03/2014;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XOS;XOS;;MOA;Marche à blanc;A définir;MARCHE A BLANC 310;MAB310;MARCHE A BLANC;310;A valider;24/03/2014;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MBR;;DSI-T;Intégration;X64LMWBIDFI;;MBR-EAR;MBR-EAR;303;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MBR;Pour dev 310 Org;GROUPEMENT;Développement;X64LMWBIDRM;Global ;MBR-DEV;MBR-DEV-ORG;310;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MBR;;DSI-T;Intégration;X64LMWBIDS4;;MBR-EAR;MBR-EAR;303;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MBR;;DSI-T;Intégration;X64LMWBIDS5;;MBR-EAR;MBR-EAR;303;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MBR;Pour intégration;GROUPEMENT;Développement;X64LMWBIDS6;;MBR-MCO;MBR-MCO-INT;303;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RDD;SSIS;Piste d'optimisation : Faire évoluer le SSIS RDD 303 de MAB 303;MOA;Marche à blanc;A définir;MARCHE A BLANC 310;MAB310;MARCHE A BLANC;310;A valider;24/03/2014;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MBR;;DSI-T;Intégration;X64LMWBIGTX;;MBR-REF;MBR-REF;303;Livré;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RDD-PMS;SSIS;Piste d'optimisation : Faire évoluer le SSIS RDD-PMS 303 de MAB 303. Ne devrait pas évoluer en 310;MOA;Marche à blanc;A définir;MARCHE A BLANC 310;MAB310;MARCHE A BLANC;310;A valider;24/03/2014;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUMA;;Prend en charge la recette multibrique 303 à partir du moment ou EVO_QUAL passe en 310;MOA;Recette;A définir;A voir;MCO_QUAL;MCO_QUAL;303;A valider;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;Plan de Reprise d'Activité;DSI-T;Plan de reprise d'activité;PRA;;PRA310;PRA;310;A valider;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUMA;;Aujourd'hui branché sur la recette multibrique 303. Se branchera par la suite à ???;MOA;Recette;A définir;A voir;EVO_QUAL;EVO_QUAL;310;Livré;Déjà Livré?;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MBR;Pour Dev 310 MR;GROUPEMENT;Développement;X64LMWBIH4Y;Global ;MBR-DEV;MBR-DEV-MR;310;Livré;A définir;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUMA;;Prend en charge les corrections MAB 303 à partir du moment ou EVO_MAB passe en 310;MOA;Marche à blanc;A définir;A voir;MCO_MAB;MCO_MAB;303;A valider;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUMA;;Prend en charge la recette multibrique 303 à partir du moment ou EVO_REC passe en 310;MOA;Recette;A définir;A voir;MCO_REC;MCO_REC;303;A valider;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUMA;;Aujourd'hui branché sur la recette multibrique 303. Se branchera par la suite à la recette multibrique 310;MOA;Recette;A définir;A voir;EVO_REC;EVO_REC;310;Livré;Déjà Livré?;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUMA;;Aujourd'hui branché sur la MAB 303. Se branchera par la suite à la MAB 310;MOA;Marche à blanc;A définir;A voir;EVO_MAB;EVO_MAB;310;Livré;Déjà Livré?;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;Plan de Reprise d'Activité;DSI-T;Plan de reprise d'activité;PRA;;PRA;PRA;310;A valider;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORCHESTRAL;WPS/WTX;Plan de Reprise d'Activité;DSI-T;Plan de reprise d'activité;PRA;;PRA;PRA;310;A valider;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;ORG Tests fonctionnels IHM- tests unitaires des interfaces;GROUPEMENT;Développement;A définir;;INTIHM;#NOM?;310;Invalidé;annulé;STANDARD;DEV-PF3;AVANCE (Cluster);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;ORG Tests flux transverses N briques;GROUPEMENT;Qualification;A définir;;QUALIF310;#NOM?;310;Invalidé;annulé;STANDARD;DEV-PF2;SIMPLIFIE (StandAlone);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;ORG Fiabilisations;GROUPEMENT;Fiabilisation;A définir;;FIAB;#NOM?;310;Invalidé;annulé;MEP310;DEV-PF3;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;Tests de Perf (MAJ pour 310 d'un envir. 303 );GROUPEMENT;Performance;PERF;;PERF;PERF;310;Invalidé;annulé;MEP310+2;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;Tests de Perfs 310 (Création d'envir. de perf 310 ORG);GROUPEMENT;Performance;PERF;;PERF;PERF_ORG;310;Invalidé;annulé;MEP310+2;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;;MOA;Copie de production;A définir;;COPI310;COPIEPROD;310;Invalidé;BOP 310;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;JVIEWS/CPLEX; Piste d'optimisation : Il n'y a pas de PANAM 310 => garder l'environnement copie de PROD PANAM 303 à jour Invalidé car la copie de prod 303 existe déjà  dans le fichier et qu'il n'y a pas d'évolution de PANAM en 310 ;MOA;Copie de production;A définir;;COPI310;COPIEPROD;303;Invalidé;BOP 310;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PANAM;JVIEWS/CPLEX; Recette monobrique pendant le 310 Piste d'optimisation : Le 310 n'existant pas réellement pour PANAM- il suffit de garder à jour le PANAM 303 monobrique Invalidé car la recette monobrique 303 existe déjà  dans le fichier et qu'il n'y a pas d'évolution de PANAM en 310 ;MOA;Recette;A définir;;REC310 1B;REC1B;303;Invalidé;BOP 310;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSMOVISION;OSMOVISION;Plan de Reprise d'Activité;DSI-T;Plan de reprise d'activité;PRA;;PRA310;PRA;310;A valider;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XOS;XOS;Plan de Reprise d'Activité;DSI-T;Plan de reprise d'activité;PRA310;;PRA310;PRA;310;A valider;A définir;ISO PROD;ISO PROD;ISO PROD;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RDD;ANTICHAMBRE;Déjà livré : NTS : Nous avons déjà 2 schémas à disposition qui pourront donc servir aux 2 besoin en //;MOA;Recette;REC11;Re7 Plan de Reprise;RDD310_2;RDD310_2;310;Livré;Déjà Livré?;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO ORGANES;MAXIMO;CD 310 Organes;GROUPEMENT;Développement;DEV21;;DMAQ;#NOM?;310;Désactivé;;STANDARD;DEV-PF1;SIMPLIFIE;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARCHIVAGE;;;MOA;Marche à blanc;A définir;MARCHE A BLANC 310;MAB310;MARCHE A BLANC;310;A valider;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARCHIVAGE;;;MOA;Recette;A définir;Recette multi-briques 310;REC310 NB;REC310 NB;310;A valider;A définir;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMAO MR;MAXIMO;Piste d'optimisation : Prendre la copie de production 303 et la migrer en 310 lors de la bascule;MOA;Copie de production;A définir;COPIE DE PRODUCTION;COPI310;COPIEPROD;310;A valider;BOP 310;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COHERENCE;MDM;Piste d'optimisation : Prendre la copie de production 303 et la migrer en 310 lors de la bascule;MOA;Copie de production;A définir;COPIE DE PRODUCTION;COPI310;COPIEPROD;310;A valider;BOP 310;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;